number,name,abiliy_1,abiliy_2,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,colour,safari_zone_flee_rate,against_water,against_normal,against_fire,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,egg_group_3
028,Sandslash,sand veil,,Mouse Pokémon,0.99,29.48,90,5120,"1,000,000 ",Medium Fast,70,Yellow,60,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,75,100,110,45,55,65,
207,Gligar,hyper cutter,sand veil,Flyscorpion Pokémon,1.09,64.82,60,5120,"1,059,860 ",Medium Slow,70,Purple,0,2,1,1,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,Bug,65,75,105,35,65,85,
106,Hitmonlee,limber,reckless,Kicking Pokémon,1.5,49.8,45,6400,"1,000,000 ",Medium Fast,70,Brown,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,50,120,53,35,110,87,
446,Munchlax,pickup,thick fat,Big Eater Pokémon,0.61,104.78,50,10240,"1,250,000 ",Slow,70,Black,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,135,85,40,40,85,5,
213,Shuckle,sturdy,gluttony,Mold Pokémon,0.61,20.5,190,5120,"1,059,860 ",Medium Slow,70,Yellow,60,2,0.5,1,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,Berry Juice - 100%,HG/SS,20,10,230,10,230,5,Bug
423,Gastrodon,sticky hold,storm drain,Sea Slug Pokémon,0.89,29.89,75,5120,"1,000,000 ",Medium Fast,70,Purple,0,1,1,0.5,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Indeterminate,Water 1,111,83,68,92,82,39,
192,Sunflora,chlorophyll,solar power,Sun Pokémon,0.79,8.48,120,5120,"1,059,860 ",Medium Slow,70,Yellow,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Plant,75,75,55,105,85,30,
369,Relicanth,swift swim,rock head,Longevity Pokémon,0.99,23.41,25,10240,"1,250,000 ",Slow,70,Gray,0,1,0.5,0.25,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 2,Water 1,100,90,130,45,65,55,
159,Croconaw,torrent,,Big Jaw Pokémon,1.09,24.99,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Monster,Water 1,65,80,80,59,63,58,
491,Darkrai,bad dreams,,Pitch-Black Pokémon,1.5,50.48,3,30720,"1,250,000 ",Slow,0,Black,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,,70,90,90,135,90,125,
307,Meditite,pure power,,Meditate Pokémon,0.61,11.2,180,5120,"1,000,000 ",Medium Fast,70,Blue,90,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,,HumanShape,30,40,55,40,55,60,
433,Chingling,levitate,,Bell Pokémon,0.2,0.59,120,6400,"800,000 ",Fast,70,Yellow,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,45,30,50,65,50,45,
241,Miltank,thick fat,scrappy,Milk Cow Pokémon,1.19,75.48,45,5120,"1,250,000 ",Slow,70,Pink,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,95,80,105,40,70,100,
370,Luvdisc,swift swim,,Rendezvous Pokémon,0.61,8.71,225,5120,"800,000 ",Fast,70,Pink,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,43,30,55,40,65,97,
393,Piplup,torrent,,Penguin Pokémon,0.38,5.22,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Ground,Water 1,53,51,53,61,56,40,
368,Gorebyss,swift swim,,South Sea Pokémon,1.8,22.59,60,5120,"600,000 ",Erratic,70,Pink,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,55,84,105,114,75,52,
008,Wartortle,torrent,,Turtle Pokémon,0.99,22.5,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Monster,Water 1,59,63,80,65,80,58,
261,Poochyena,run away,quick feet,Bite Pokémon,0.51,13.61,255,3840,"1,000,000 ",Medium Fast,70,Gray,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Ground,35,55,35,30,30,35,
383,Groudon,drought,,Continent Pokémon,3.51,950.0,5,30720,"1,250,000 ",Slow,0,Red,0,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,,100,150,140,100,90,90,
459,Snover,snow warning,,Frosted Tree Pokémon,0.99,50.48,120,5120,"1,250,000 ",Slow,70,White,0,0.5,1,4,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,Monster,Plant,60,62,50,62,60,40,
127,Pinsir,hyper cutter,mold breaker,Stagbeetle Pokémon,1.5,54.88,45,6400,"1,250,000 ",Slow,70,Brown,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,65,125,100,55,70,85,
189,Jumpluff,chlorophyll,leaf guard,Cottonweed Pokémon,0.79,2.99,45,5120,"1,059,860 ",Medium Slow,70,Blue,120,0.5,1,2,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Plant,Fairy,75,55,70,55,85,110,
092,Gastly,levitate,,Gas Pokémon,1.3,0.09,190,5120,"1,059,860 ",Medium Slow,70,Purple,120,1,0,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,,Indeterminate,30,35,30,100,35,80,
272,Ludicolo,swift swim,rain dish,Carefree Pokémon,1.5,55.02,45,3840,"1,059,860 ",Medium Slow,70,Green,0,0.25,1,1,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,Plant,Water 1,80,70,70,90,100,70,
349,Feebas,swift swim,,Fish Pokémon,0.61,7.39,255,5120,"600,000 ",Erratic,70,Brown,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Dragon,Water 1,20,15,20,10,55,80,
420,Cherubi,chlorophyll,,Cherry Pokémon,0.41,3.31,190,5120,"1,000,000 ",Medium Fast,70,Pink,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Plant,Fairy,45,35,45,62,53,35,
299,Nosepass,sturdy,magnet pull,Compass Pokémon,0.99,96.98,255,5120,"1,000,000 ",Medium Fast,70,Gray,60,2,0.5,0.5,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Mineral,30,45,135,45,90,30,
136,Flareon,flash fire,,Flame Pokémon,0.64,24.99,45,8960,"1,000,000 ",Medium Fast,70,Red,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,65,130,60,95,110,65,
362,Glalie,inner focus,ice body,Face Pokémon,1.5,256.51,75,5120,"1,000,000 ",Medium Fast,70,Gray,0,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,Mineral,Fairy,80,80,80,80,80,80,
154,Meganium,overgrow,,Herb Pokémon,1.8,100.52,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Plant,80,82,100,83,100,80,
468,Togekiss,hustle,serene grace,Jubilee Pokémon,1.5,38.01,30,2560,"800,000 ",Fast,70,White,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,Flying,Fairy,85,50,95,120,115,80,
195,Quagsire,damp,water absorb,Water Fish Pokémon,1.4,74.98,90,5120,"1,000,000 ",Medium Fast,70,Blue,60,1,1,0.5,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Ground,Water 1,95,85,85,65,65,35,
107,Hitmonchan,keen eye,iron fist,Punching Pokémon,1.4,50.21,45,6400,"1,000,000 ",Medium Fast,70,Brown,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,50,105,79,35,110,76,
247,Pupitar,shed skin,,Hard Shell Pokémon,1.19,152.0,45,10240,"1,250,000 ",Slow,35,Gray,0,4,0.5,0.5,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,,Monster,70,84,70,65,70,51,
384,Rayquaza,air lock,,Sky High Pokémon,7.01,206.48,3,30720,"1,250,000 ",Slow,0,Green,0,0.5,1,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,,,105,150,90,150,90,95,
143,Snorlax,immunity,thick fat,Sleeping Pokémon,2.11,472.24,25,10240,"1,250,000 ",Slow,70,Black,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Monster,160,110,65,65,110,30,
110,Weezing,levitate,,Poison Gas Pokémon,1.19,9.53,60,5120,"1,000,000 ",Medium Fast,70,Purple,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Indeterminate,65,90,120,85,70,60,
191,Sunkern,chlorophyll,solar power,Seed Pokémon,0.3,1.81,235,5120,"1,059,860 ",Medium Slow,70,Yellow,90,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Plant,30,30,30,30,30,30,
356,Dusclops,pressure,,Beckon Pokémon,1.6,30.62,90,6400,"800,000 ",Fast,35,Black,90,1,0,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Indeterminate,40,70,130,60,130,25,
244,Entei,pressure,,Volcano Pokémon,2.11,197.99,3,20480,"1,250,000 ",Slow,35,Brown,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,,115,115,85,90,75,100,
354,Banette,insomnia,frisk,Marionette Pokémon,1.09,12.52,45,6400,"800,000 ",Fast,35,Black,90,1,0,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Indeterminate,64,115,65,83,63,65,
248,Tyranitar,sand stream,,Armor Pokémon,2.01,201.98,45,10240,"1,250,000 ",Slow,35,Green,0,2,0.5,0.5,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,,Monster,100,134,110,95,100,61,
330,Flygon,levitate,,Mystic Pokémon,2.01,82.01,45,5120,"1,059,860 ",Medium Slow,70,Green,0,1,1,0.5,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,,Bug,80,100,80,80,80,100,
469,Yanmega,speed boost,tinted lens,Ogre Darner Pokémon,1.91,51.48,30,5120,"1,000,000 ",Medium Fast,70,Green,0,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,86,76,86,116,56,95,
182,Bellossom,chlorophyll,,Flower Pokémon,0.41,5.9,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Plant,75,80,85,90,100,50,
366,Clamperl,shell armor,,Bivalve Pokémon,0.41,52.48,255,5120,"600,000 ",Erratic,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,35,64,85,74,55,32,
429,Mismagius,levitate,,Magical Pokémon,0.89,4.4,45,6400,"800,000 ",Fast,35,Purple,0,1,0,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Indeterminate,60,60,60,105,105,105,
165,Ledyba,swarm,early bird,Five Star Pokémon,0.99,10.8,255,3840,"800,000 ",Fast,70,Red,0,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,40,20,30,40,80,55,
212,Scizor,swarm,technician,Pincer Pokémon,1.8,117.98,25,6400,"1,000,000 ",Medium Fast,70,Red,0,1,0.5,4,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,70,130,100,55,80,65,
005,Charmeleon,blaze,,Flame Pokémon,1.09,19.01,45,5120,"1,059,860 ",Medium Slow,70,Red,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Monster,Dragon,58,64,58,80,65,80,
030,Nidorina,poison point,rivalry,Poison Pin Pokémon,0.79,20.0,120,5120,"1,059,860 ",Medium Slow,70,Blue,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,,70,62,67,55,55,56,
271,Lombre,swift swim,rain dish,Jolly Pokémon,1.19,32.48,120,3840,"1,059,860 ",Medium Slow,70,Green,60,0.25,1,1,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,Plant,Water 1,60,50,50,60,70,50,
102,Exeggcute,chlorophyll,,Egg Pokémon,0.41,2.49,90,5120,"1,250,000 ",Slow,70,Pink,120,0.5,1,2,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,,Plant,60,40,80,60,45,40,
099,Kingler,hyper cutter,shell armor,Pincer Pokémon,1.3,60.01,60,5120,"1,000,000 ",Medium Fast,70,Red,60,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 3,55,130,115,50,50,75,
179,Mareep,static,,Wool Pokémon,0.61,7.8,235,5120,"1,059,860 ",Medium Slow,70,White,60,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Ground,Monster,55,40,40,65,45,35,
238,Smoochum,oblivious,forewarn,Kiss Pokémon,0.41,5.99,45,6400,"1,000,000 ",Medium Fast,70,Pink,0,1,1,2,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,,,45,30,15,85,65,65,
132,Ditto,limber,,Transform Pokémon,0.3,3.99,35,5120,"1,000,000 ",Medium Fast,70,Purple,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Metal Powder - 5%,Ditto,48,48,48,48,48,48,
054,Psyduck,damp,cloud nine,Duck Pokémon,0.79,19.5,190,5120,"1,000,000 ",Medium Fast,70,Yellow,90,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Ground,Water 1,50,52,48,65,50,55,
475,Gallade,steadfast,,Blade Pokémon,1.6,51.98,45,5120,"1,250,000 ",Slow,35,White,0,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,,Indeterminate,68,125,65,65,115,80,
400,Bibarel,simple,unaware,Beaver Pokémon,0.99,31.48,127,3840,"1,000,000 ",Medium Fast,70,Brown,60,0.5,1,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,Ground,Water 1,79,85,60,55,60,71,Sitrus Berry - 5%
123,Scyther,swarm,technician,Mantis Pokémon,1.5,56.02,45,6400,"1,000,000 ",Medium Fast,70,Green,0,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,70,110,80,55,80,105,
254,Sceptile,overgrow,,Forest Pokémon,1.7,52.21,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Dragon,70,85,65,105,85,120,
157,Typhlosion,blaze,,Volcano Pokémon,1.7,79.51,45,5120,"1,059,860 ",Medium Slow,70,Yellow,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,78,84,78,109,85,100,
234,Stantler,intimidate,frisk,Big Horn Pokémon,1.4,71.21,45,5120,"1,250,000 ",Slow,70,Brown,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,73,95,62,85,65,85,
122,Mr. Mime,soundproof,filter,Barrier Pokémon,1.3,54.48,45,6400,"1,000,000 ",Medium Fast,70,Pink,90,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,HumanShape,40,45,65,100,120,90,
187,Hoppip,chlorophyll,leaf guard,Cottonweed Pokémon,0.41,0.5,255,5120,"1,059,860 ",Medium Slow,70,Pink,90,0.5,1,2,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Plant,Fairy,35,35,40,35,55,50,
042,Golbat,inner focus,,Bat Pokémon,1.6,54.88,90,3840,"1,000,000 ",Medium Fast,70,Purple,60,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,,Flying,75,80,70,65,75,90,
060,Poliwag,water absorb,damp,Tadpole Pokémon,0.61,12.38,255,5120,"1,059,860 ",Medium Slow,70,Blue,90,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,40,50,40,40,40,90,
051,Dugtrio,sand veil,arena trap,Mole Pokémon,0.71,33.29,50,5120,"1,000,000 ",Medium Fast,70,Brown,0,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,35,80,50,50,70,120,
144,Articuno,pressure,,Freeze Pokémon,1.7,55.38,3,20480,"1,250,000 ",Slow,35,Blue,0,1,1,2,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,,,90,85,100,95,125,85,
147,Dratini,shed skin,,Dragon Pokémon,1.8,3.31,45,10240,"1,250,000 ",Slow,35,Blue,120,0.5,1,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Dragon,Water 1,41,64,45,50,50,50,
168,Ariados,swarm,insomnia,Long Leg Pokémon,1.09,33.52,90,3840,"800,000 ",Fast,70,Red,0,1,1,2,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,70,90,70,60,60,40,
329,Vibrava,levitate,,Vibration Pokémon,1.09,15.29,120,5120,"1,059,860 ",Medium Slow,70,Green,90,1,1,0.5,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,,Bug,50,70,50,50,50,70,
416,Vespiquen,pressure,,Beehive Pokémon,1.19,38.51,45,3840,"1,059,860 ",Medium Slow,70,Yellow,0,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,70,80,102,80,102,40,
242,Blissey,natural cure,serene grace,Happiness Pokémon,1.5,46.81,30,10240,"800,000 ",Fast,140,Pink,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Lucky Egg - 5%,Fairy,255,10,10,75,135,55,
079,Slowpoke,oblivious,own tempo,Dopey Pokémon,1.19,36.02,190,5120,"1,000,000 ",Medium Fast,70,Pink,60,0.5,1,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,Monster,Water 1,90,65,65,40,40,15,
203,Girafarig,inner focus,early bird,Long Neck Pokémon,1.5,41.28,60,5120,"1,000,000 ",Medium Fast,70,Yellow,60,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,,Ground,70,80,65,90,65,85,
135,Jolteon,volt absorb,,Lightning Pokémon,0.79,24.49,45,8960,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Ground,65,65,60,110,95,130,
346,Cradily,suction cups,,Barnacle Pokémon,1.5,60.42,45,7680,"600,000 ",Erratic,70,Green,0,1,0.5,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,,Water 3,86,81,97,81,107,43,
441,Chatot,keen eye,tangled feet,Music Note Pokémon,0.51,1.81,30,5120,"1,059,860 ",Medium Slow,35,Black,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,76,65,45,92,42,91,
045,Vileplume,chlorophyll,,Flower Pokémon,1.19,18.6,45,5120,"1,059,860 ",Medium Slow,70,Red,0,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Plant,75,80,85,100,90,50,
153,Bayleef,overgrow,,Leaf Pokémon,1.19,15.79,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Plant,60,62,80,63,80,60,
351,Castform,forecast,,Weather Pokémon,0.41,0.82,45,6400,"1,000,000 ",Medium Fast,70,White,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Fairy,Indeterminate,70,70,70,70,70,70,
473,Mamoswine,oblivious,snow cloak,Twin Tusk Pokémon,2.49,290.98,50,5120,"1,250,000 ",Slow,70,Brown,0,2,1,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,,Ground,110,130,80,70,60,80,
418,Buizel,swift swim,,Sea Weasel Pokémon,0.71,29.48,190,5120,"1,000,000 ",Medium Fast,70,Brown,120,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Ground,Water 1,55,65,35,60,30,85,
114,Tangela,chlorophyll,leaf guard,Vine Pokémon,0.99,3.27,45,5120,"1,000,000 ",Medium Fast,70,Blue,90,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Plant,65,55,115,100,40,60,
007,Squirtle,torrent,,Tiny Turtle Pokémon,0.51,8.98,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Monster,Water 1,44,48,65,50,64,43,
317,Swalot,liquid ooze,sticky hold,Poison Bag Pokémon,1.7,80.01,75,5120,"1,640,000 ",Fluctuating,70,Purple,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Indeterminate,100,73,83,73,83,55,
265,Wurmple,shield dust,,Worm Pokémon,0.3,3.58,255,3840,"1,000,000 ",Medium Fast,70,Red,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,45,45,35,20,30,20,
461,Weavile,pressure,,Sharp Claw Pokémon,1.12,34.02,45,5120,"1,059,860 ",Medium Slow,35,Black,0,1,1,2,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,Ground,Quick Claw - 5%,70,120,65,45,85,125,
296,Makuhita,thick fat,guts,Guts Pokémon,0.99,86.41,180,5120,"1,640,000 ",Fluctuating,70,Yellow,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,72,60,30,20,30,25,
239,Elekid,static,,Electric Pokémon,0.61,23.5,45,6400,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,HG/SS,,45,63,37,65,55,95,No Hold Item
120,Staryu,illuminate,natural cure,Starshape Pokémon,0.79,34.47,225,5120,"1,250,000 ",Slow,70,Brown,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Star Piece - 5%,Water 3,30,45,55,70,55,85,
269,Dustox,shield dust,,Poison Moth Pokémon,1.19,31.62,45,3840,"1,000,000 ",Medium Fast,70,Green,0,1,1,2,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,60,50,70,50,90,65,
289,Slaking,truant,,Lazy Pokémon,2.01,130.5,45,3840,"1,250,000 ",Slow,70,Brown,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,150,160,100,95,65,100,
235,Smeargle,own tempo,technician,Painter Pokémon,1.19,58.01,45,5120,"800,000 ",Fast,70,White,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,55,20,35,20,45,75,
385,Jirachi,serene grace,,Wish Pokémon,0.3,1.09,3,30720,"1,250,000 ",Slow,100,Yellow,0,1,0.5,2,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,1,0.5,1,0.5,,,100,100,100,100,100,100,
467,Magmortar,flame body,,Blast Pokémon,1.6,67.99,30,6400,"1,000,000 ",Medium Fast,70,Red,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,HumanShape,75,95,67,125,95,83,
025,Pikachu,static,,Mouse Pokémon,0.41,5.9,190,2560,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Ground,Fairy,35,55,30,50,40,90,Light Ball - 5%
487,Giratina,pressure  (altered forme),levitate (origin forme),Renegade Pokémon,4.5,750.01,3,30720,"1,250,000 ",Slow,0,Black,0,0.5,0,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,,,150,100,120,100,120,90,
487.1,Giratina_origin,pressure  (altered forme),levitate (origin forme),Renegade Pokémon,4.5,750.01,3,30720,"1,250,000 ",Slow,0,Black,0,0.5,0,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,,,150,120,100,120,100,90,
064,Kadabra,synchronize,inner focus,Psi Pokémon,1.3,56.7,100,5120,"1,059,860 ",Medium Slow,70,Brown,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,HumanShape,40,35,30,120,70,105,
399,Bidoof,simple,unaware,Plump Mouse Pokémon,0.51,19.96,255,3840,"1,000,000 ",Medium Fast,70,Brown,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ground,Water 1,59,45,40,35,40,31,
105,Marowak,rock head,lightningrod,Bone Keeper Pokémon,0.99,45.0,75,5120,"1,000,000 ",Medium Fast,70,Brown,60,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Monster,60,80,110,50,80,45,
455,Carnivine,levitate,,Bug Catcher Pokémon,1.4,26.99,200,6400,"1,250,000 ",Slow,70,Green,60,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Plant,74,100,72,90,72,46,
164,Noctowl,insomnia,keen eye,Owl Pokémon,1.6,40.78,90,3840,"1,000,000 ",Medium Fast,70,Brown,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,100,50,50,76,96,70,
096,Drowzee,insomnia,forewarn,Hypnosis Pokémon,0.99,32.39,190,5120,"1,000,000 ",Medium Fast,70,Yellow,90,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,HumanShape,60,48,45,43,90,42,
464,Rhyperior,lightningrod,solid rock,Drill Pokémon,2.39,282.81,30,5120,"1,250,000 ",Slow,70,Gray,0,4,0.5,0.5,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,Ground,Monster,115,140,130,55,55,40,
205,Forretress,sturdy,,Bagworm Pokémon,1.19,125.78,75,5120,"1,000,000 ",Medium Fast,70,Purple,0,1,0.5,4,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,75,90,140,60,60,40,
233,Porygon2,trace,download,Virtual Pokémon,0.61,32.48,45,5120,"1,000,000 ",Medium Fast,70,Red,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,85,80,90,105,95,60,
402,Kricketune,swarm,,Cricket Pokémon,0.99,25.49,45,3840,"1,059,860 ",Medium Slow,70,Red,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,77,85,51,55,51,65,
276,Taillow,guts,,TinySwallow Pokémon,0.3,2.31,200,3840,"1,059,860 ",Medium Slow,70,Blue,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,40,55,30,30,30,85,
338,Solrock,levitate,,Meteorite Pokémon,1.19,153.99,45,6400,"800,000 ",Fast,70,Red,60,2,0.5,0.5,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,,Mineral,70,95,85,55,65,70,
