number,name,abiliy_1,abiliy_2,hidden_ability,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,flee_flag,entree_forest_level,type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,type_2,egg_group_3,abiliy_3,egg_group_4,abiliy_4,abiliy_5,abiliy_6,abiliy_7,abiliy_8
424,Ambipom,technician,pickup,skill link,Long Tail Pokémon,1.2,20.3,45,5120,"800,000 ",Fast,100,92,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,75,100,66,60,66,115,,,,,,,,,
244,Entei,pressure,,flash fire,Volcano Pokémon,2.1,198.0,3,20480,"1,250,000 ",Slow,35,18,40,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,,115,115,85,90,75,100,,,,,,,,,
577,Solosis,overcoat,magic guard,regenerator,Cell Pokémon,0.3,1.0,200,5120,"1,059,860 ",Medium Slow,70,1 Sp. Attack Point(s),144,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Amorphous,45,30,40,105,50,20,,No Hold Item,,,,,,,
054,Psyduck,damp,cloud nine,swift swim,Duck Pokémon,0.8,19.6,190,5120,"1,000,000 ",Medium Fast,70,33,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Field,50,52,48,65,50,55,,,,,,,,,
083,Farfetch'd,keen eye,inner focus,defiant,Wild Duck Pokémon,0.8,15.0,45,5120,"1,000,000 ",Medium Fast,70,128,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,Flying,Field,52,65,55,58,62,60,flying,,,,,,,,
558,Crustle,sturdy,shell armor,weak armor,Stone Home Pokémon,1.4,200.0,75,5120,"1,000,000 ",Medium Fast,70,2 Defense Point(s),133,bug,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,Rare Bone - 1%(Dark Grass),Mineral,70,95,125,65,75,45,rock,Bug,,,,,,,
201,Unown,levitate,,,Symbol Pokémon,0.5,5.0,225,10240,"1,000,000 ",Medium Fast,70,0,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,48,72,48,72,48,48,,,,,,,,,
051,Dugtrio,sand veil,arena trap,sand force,Mole Pokémon,0.7,33.3,50,5120,"1,000,000 ",Medium Fast,70,159,26,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Field,35,80,50,50,70,120,,,,,,,,,
423,Gastrodon,sticky hold,storm drain,sand force,Sea Slug Pokémon,0.9,29.9,75,5120,"1,000,000 ",Medium Fast,70,159,30,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Water 1,Amorphous,111,83,68,92,82,39,ground,,,,,,,,
591,Amoonguss,effect spore,,regenerator,Mushroom Pokémon,0.6,10.5,75,5120,"1,000,000 ",Medium Fast,70,2 HP Point(s),144,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Balm Mushroom - 1%(Dark Grass),Grass,114,85,70,85,80,30,poison,,,,,,,,
189,Jumpluff,chlorophyll,leaf guard,infiltrator,Cottonweed Pokémon,0.8,3.0,45,5120,"1,059,860 ",Medium Slow,70,151,27,grass,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Grass,Fairy,75,55,70,55,85,110,flying,,,,,,,,
395,Empoleon,torrent,,defiant,Emperor Pokémon,1.7,84.5,45,5120,"1,059,860 ",Medium Slow,70,128,36,water,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,Water 1,Field,84,86,88,111,101,60,steel,,,,,,,,
551,Sandile,intimidate,moxie,anger point,Desert Croc Pokémon,0.7,15.2,180,5120,"1,059,860 ",Medium Slow,70,1 Attack Point(s),83,ground,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,,Field,50,72,35,35,35,65,dark,,,,,,,,
339,Barboach,oblivious,anticipation,hydration,Whiskers Pokémon,0.4,1.9,190,5120,"1,000,000 ",Medium Fast,70,93,10,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,,Water 2,50,48,43,46,41,60,ground,,,,,,,,
081,Magnemite,magnet pull,sturdy,analytic,Magnet Pokémon,0.3,6.0,190,5120,"1,000,000 ",Medium Fast,70,148,10,electric,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,Mineral,25,35,70,95,55,45,steel,,,,,,,,
209,Snubbull,intimidate,run away,rattled,Fairy Pokémon,0.6,7.8,190,5120,"800,000 ",Fast,70,155,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,Fairy,60,80,50,40,40,30,,,,,,,,,
207,Gligar,hyper cutter,sand veil,immunity,Flyscorpion Pokémon,1.1,64.8,60,5120,"1,059,860 ",Medium Slow,70,17,10,ground,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,Bug,65,75,105,35,65,85,flying,,,,,,,,
609,Chandelure,flash fire,flame body,shadow tag,Luring Pokémon,1.0,34.3,45,5120,"1,059,860 ",Medium Slow,70,3 Sp. Attack Point(s),23,ghost,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,,Amorphous,60,55,90,145,90,80,fire,,,,,,,,
308,Medicham,pure power,,telepathy,Meditate Pokémon,1.3,31.5,90,5120,"1,000,000 ",Medium Fast,70,140,37,fighting,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,,Human-like,60,60,75,60,75,80,psychic,,,,,,,,
126,Magmar,flame body,,vital spirit,Spitfire Pokémon,1.3,44.5,45,6400,"1,000,000 ",Medium Fast,70,72,30,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Human-like,65,95,57,100,85,93,,,,,,,,,
261,Poochyena,run away,quick feet,rattled,Bite Pokémon,0.5,13.6,255,3840,"1,000,000 ",Medium Fast,70,155,10,dark,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Field,35,55,35,30,30,35,,,,,,,,,
621,Druddigon,rough skin,sheer force,mold breaker,Cave Pokémon,1.6,139.0,45,7680,"1,000,000 ",Medium Fast,70,2 Attack Point(s),104,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Monster,Dragon,77,120,90,60,90,48,,,,,,,,,
227,Skarmory,keen eye,sturdy,weak armor,Armor Bird Pokémon,1.7,50.5,25,6400,"1,250,000 ",Slow,70,133,10,steel,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,0.5,0.5,0.5,0.5,,Flying,65,80,140,40,70,70,flying,,,,,,,,
132,Ditto,limber,,imposter,Transform Pokémon,0.3,4.0,35,5120,"1,000,000 ",Medium Fast,70,150,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ditto,Metal Powder - 5%,48,48,48,48,48,48,,,,,,,,,
287,Slakoth,truant,,,Slacker Pokémon,0.8,24.0,255,3840,"1,250,000 ",Slow,70,0,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,60,60,60,35,35,30,,,,,,,,,
286,Breloom,effect spore,poison heal,technician,Mushroom Pokémon,1.2,39.2,90,3840,"1,640,000 ",Fluctuating,70,101,23,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,Grass,Fairy,60,130,80,60,60,70,fighting,,,,,,,,
347,Anorith,battle armor,,swift swim,Old Shrimp Pokémon,0.7,12.5,45,7680,"600,000 ",Erratic,70,33,10,rock,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,,Water 3,45,95,50,40,50,75,bug,,,,,,,,
523,Zebstrika,lightningrod,motor drive,sap sipper,Thunderbolt Pokémon,1.6,79.5,75,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),157,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,75,100,63,80,63,116,,,,,,,,,
448,Lucario,steadfast,inner focus,justified,Aura Pokémon,1.2,54.0,45,6400,"1,059,860 ",Medium Slow,70,154,10,fighting,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,0.5,0.5,0.25,0.5,Field,Human-like,70,110,70,115,70,90,steel,,,,,,,,
383,Groudon,drought,,,Continent Pokémon,3.5,950.0,5,30720,"1,250,000 ",Slow,0,0,50,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,,100,150,140,100,90,90,,,,,,,,,
488,Cresselia,levitate,,,Lunar Pokémon,1.5,85.6,3,30720,"1,250,000 ",Slow,100,0,50,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,120,70,120,75,130,85,,,,,,,,,
401,Kricketot,shed skin,,run away,Cricket Pokémon,0.3,2.2,255,3840,"1,059,860 ",Medium Slow,70,50,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,37,25,41,25,41,25,,,,,,,,,
143,Snorlax,immunity,thick fat,gluttony,Sleeping Pokémon,2.1,460.0,25,10240,"1,250,000 ",Slow,70,82,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Monster,160,110,65,65,110,30,,,,,,,,,
452,Drapion,battle armor,sniper,keen eye,Ogre Scorp Pokémon,1.3,61.5,45,5120,"1,250,000 ",Slow,70,51,40,poison,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,Bug,Water 3,70,90,110,60,75,95,dark,,,,,,,,
030,Nidorina,poison point,rivalry,hustle,Poison Pin Pokémon,0.8,20.0,120,5120,"1,059,860 ",Medium Slow,70,55,16,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,,70,62,67,55,55,56,,,,,,,,,
644,Zekrom,teravolt,,,Deep Black Pokémon,2.9,345.0,45,30720,"1,250,000 ",Slow,0,3 Attack Point(s),0,dragon,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,,,100,150,120,120,100,90,electric,,,,,,,,
255,Torchic,blaze,,speed boost,Chick Pokémon,0.4,2.5,45,5120,"1,059,860 ",Medium Slow,70,3,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Field,45,60,40,70,50,45,,,,,,,,,
486,Regigigas,slow start,,,Colossal Pokémon,3.7,420.0,3,30720,"1,250,000 ",Slow,0,0,70,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,110,160,110,80,110,100,,,,,,,,,
492,Shaymin,natural cure (land forme),serene grace (sky forme),,Gratitude Pokémon,0.2,2.1,45,30720,"1,059,860 ",Medium Slow,100,0,30,grass,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,,,100,100,100,100,100,100,grass,,,,,,,,
492.1,Shaymin_sky,natural cure (land forme),serene grace (sky forme),,Gratitude Pokémon,0.2,2.1,45,30720,"1,059,860 ",Medium Slow,100,0,30,grass,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,,,100,103,75,120,75,127,flying,,,,,,,,
058,Growlithe,intimidate,flash fire,justified,Puppy Pokémon,0.7,19.0,190,5120,"1,250,000 ",Slow,70,154,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Field,Rawst Berry - 50%,55,70,45,70,50,60,,Rawst Berry - 100%,,,,,,,
366,Clamperl,shell armor,,rattled,Bivalve Pokémon,0.4,52.5,255,5120,"600,000 ",Erratic,70,155,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,35,64,85,74,55,32,,,,,,,,,
626,Bouffalant,reckless,sap sipper,soundproof,Bash Buffalo Pokémon,1.6,94.6,45,5120,"1,000,000 ",Medium Fast,70,2 Attack Point(s),43,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,95,110,95,40,95,55,,,,,,,,,
045,Vileplume,chlorophyll,,effect spore,Flower Pokémon,1.2,18.6,45,5120,"1,059,860 ",Medium Slow,70,27,21,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Grass,75,80,85,100,90,50,poison,,,,,,,,
133,Eevee,run away,adaptability,anticipation,Evolution Pokémon,0.3,6.5,45,8960,"1,000,000 ",Medium Fast,70,107,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,55,55,50,45,65,55,,,,,,,,,
515,Panpour,gluttony,,torrent,Spray Pokémon,0.6,13.5,190,5120,"1,000,000 ",Medium Fast,70,1 Speed Point(s),67,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Rindo Berry - 5%,Field,50,53,48,53,48,64,,,,,,,,,
144,Articuno,pressure,,snow cloak,Freeze Pokémon,1.7,55.4,3,20480,"1,250,000 ",Slow,35,81,50,ice,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,,,90,85,100,95,125,85,flying,,,,,,,,
098,Krabby,hyper cutter,shell armor,sheer force,River Crab Pokémon,0.4,6.5,225,5120,"1,000,000 ",Medium Fast,70,125,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 3,30,105,90,25,25,50,,,,,,,,,
611,Fraxure,rivalry,mold breaker,unnerve,Axe Jaw Pokémon,1.0,36.0,60,10240,"1,250,000 ",Slow,35,2 Attack Point(s),127,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Monster,Dragon,66,117,70,40,50,67,,,,,,,,,
305,Lairon,sturdy,rock head,heavy metal,Iron Armor Pokémon,0.9,120.0,90,8960,"1,250,000 ",Slow,35,134,32,steel,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,60,90,140,50,50,40,rock,,,,,,,,
315,Roselia,natural cure,poison point,leaf guard,Thorn Pokémon,0.3,2.0,150,5120,"1,059,860 ",Medium Slow,70,102,10,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Absorb Bulb - 1%(Dark Grass),Fairy,50,60,45,100,80,65,poison,Grass,,Poison Barb - 5%,,,,,
111,Rhyhorn,lightningrod,rock head,reckless,Spikes Pokémon,1.0,115.0,120,5120,"1,250,000 ",Slow,70,120,10,ground,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,Monster,Field,80,85,95,30,30,25,rock,,,,,,,,
501,Oshawott,torrent,,shell armor,Sea Otter Pokémon,0.5,5.9,45,5120,"1,059,860 ",Medium Slow,70,1 Sp. Attack Point(s),75,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Field,55,55,45,63,45,45,,,,,,,,,
233,Porygon2,trace,download,analytic,Virtual Pokémon,0.6,32.5,45,5120,"1,000,000 ",Medium Fast,70,148,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,85,80,90,105,95,60,,,,,,,,,
340,Whiscash,oblivious,anticipation,hydration,Whiskers Pokémon,0.9,23.6,75,5120,"1,000,000 ",Medium Fast,70,93,30,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,,Water 2,110,78,73,76,71,60,ground,,,,,,,,
514,Simisear,gluttony,,blaze,Ember Pokémon,1.0,28.0,75,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),66,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Passho Berry - 5%,Field,75,98,63,98,63,101,,,,,,,,,
627,Rufflet,keen eye,sheer force,hustle,Eaglet Pokémon,0.5,10.5,190,5120,"1,250,000 ",Slow,70,1 Attack Point(s),55,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,70,83,50,37,50,60,flying,,,,,,,,
590,Foongus,effect spore,,regenerator,Mushroom Pokémon,0.2,1.0,190,5120,"1,000,000 ",Medium Fast,70,1 HP Point(s),144,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Balm Mushroom - 1%(Dark Grass),Grass,69,55,45,55,55,15,poison,,,,,,,,
537,Seismitoad,swift swim,poison touch,water absorb,Vibration Pokémon,1.5,62.0,45,5120,"1,059,860 ",Medium Slow,70,3 HP Point(s),11,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Persim Berry - 50%,Pecha Berry - 50%,105,85,75,85,75,74,ground,Water 1,,,,,,,
441,Chatot,keen eye,tangled feet,big pecks,Music Note Pokémon,0.5,1.9,30,5120,"1,059,860 ",Medium Slow,35,145,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,76,65,45,92,42,91,flying,,,,,,,,
616,Shelmet,hydration,shell armor,overcoat,Snail Pokémon,0.4,7.7,200,3840,"1,000,000 ",Medium Fast,70,1 Defense Point(s),142,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,50,40,85,40,65,25,,,,,,,,,
397,Staravia,intimidate,,reckless,Starling Pokémon,0.6,15.5,120,3840,"1,059,860 ",Medium Slow,70,120,14,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,55,75,50,40,40,80,flying,,,,,,,,
017,Pidgeotto,keen eye,tangled feet,big pecks,Bird Pokémon,1.1,30.0,120,3840,"1,059,860 ",Medium Slow,70,145,18,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,63,60,55,50,50,71,flying,,,,,,,,
237,Hitmontop,intimidate,technician,steadfast,Handstand Pokémon,1.4,48.0,45,6400,"1,000,000 ",Medium Fast,70,80,20,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,50,95,95,35,110,70,,,,,,,,,
294,Loudred,soundproof,,scrappy,Big Voice Pokémon,1.0,40.5,120,5120,"1,059,860 ",Medium Slow,70,113,20,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Monster,Field,84,71,43,71,43,48,,,,,,,,,
594,Alomomola,healer,hydration,regenerator,Caring Pokémon,1.2,31.6,75,10240,"800,000 ",Fast,70,2 HP Point(s),144,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Water 2,165,75,80,40,45,65,,,,,,,,,
534,Conkeldurr,guts,sheer force,iron fist,Muscular Pokémon,1.4,87.0,45,5120,"1,059,860 ",Medium Slow,70,3 Attack Point(s),89,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,105,140,95,55,65,45,,,,,,,,,
273,Seedot,chlorophyll,early bird,pickpocket,Acorn Pokémon,0.5,4.0,255,3840,"1,059,860 ",Medium Slow,70,124,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Field,40,40,50,30,30,30,,,,,,,,,
526,Gigalith,sturdy,,sand force,Compressed Pokémon,1.7,260.0,45,3840,"1,059,860 ",Medium Slow,70,3 Attack Point(s),159,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,Hard Stone - 5%,Mineral,85,135,130,60,70,25,,,,,,,,,
139,Omastar,swift swim,shell armor,weak armor,Spiral Pokémon,1.0,35.0,45,7680,"1,000,000 ",Medium Fast,70,133,40,rock,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 1,Water 3,70,60,125,115,70,55,water,,,,,,,,
165,Ledyba,swarm,early bird,rattled,Five Star Pokémon,1.0,10.8,255,3840,"800,000 ",Fast,70,155,10,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,40,20,30,40,80,55,flying,,,,,,,,
027,Sandshrew,sand veil,,sand rush,Mouse Pokémon,0.6,12.0,255,5120,"1,000,000 ",Medium Fast,70,146,10,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Field,50,75,85,20,30,40,,,,,,,,,
618,Stunfisk,static,limber,sand veil,Trap Pokémon,0.7,11.0,75,5120,"1,000,000 ",Medium Fast,70,2 HP Point(s),8,ground,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,Water 1,Amorphous,109,66,84,81,99,32,electric,,,,,,,,
476,Probopass,sturdy,magnet pull,sand force,Compass Pokémon,1.4,340.0,60,5120,"1,000,000 ",Medium Fast,70,159,10,rock,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Mineral,60,55,145,75,150,40,steel,,,,,,,,
172,Pichu,static,,lightningrod,Tiny Mouse Pokémon,0.3,2.0,190,2560,"1,000,000 ",Medium Fast,70,31,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Oran Berry - 50%,,20,40,15,35,35,60,,,,,,,,,
292,Shedinja,wonder guard,,,Shed Pokémon,0.8,1.2,45,3840,"600,000 ",Erratic,70,25,20,bug,0,2,1,1,0.5,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,,Mineral,1,90,45,30,30,40,ghost,,,,,,,,
109,Koffing,levitate,,,Poison Gas Pokémon,0.6,1.0,190,5120,"1,000,000 ",Medium Fast,70,0,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Amorphous,40,65,95,60,45,35,,,,,,,,,
467,Magmortar,flame body,,vital spirit,Blast Pokémon,1.6,68.0,30,6400,"1,000,000 ",Medium Fast,70,72,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Human-like,75,95,67,125,95,83,,,,,,,,,
256,Combusken,blaze,,speed boost,Young Fowl Pokémon,0.9,19.5,45,5120,"1,059,860 ",Medium Slow,70,3,16,fire,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,,Field,60,85,60,85,60,55,fighting,,,,,,,,
229,Houndoom,early bird,flash fire,unnerve,Dark Pokémon,1.4,35.0,45,5120,"1,250,000 ",Slow,35,127,24,dark,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,,Field,75,90,50,110,80,95,fire,,,,,,,,
493,Arceus,multitype,,,Alpha Pokémon,3.2,320.0,3,30720,"1,250,000 ",Slow,0,0,100,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,120,120,120,120,120,120,,,,,,,,,
060,Poliwag,water absorb,damp,swift swim,Tadpole Pokémon,0.6,12.4,255,5120,"1,059,860 ",Medium Slow,70,33,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,40,50,40,40,40,90,,,,,,,,,
153,Bayleef,overgrow,,leaf guard,Leaf Pokémon,1.2,15.8,45,5120,"1,059,860 ",Medium Slow,70,102,16,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Monster,60,62,80,63,80,60,,,,,,,,,
167,Spinarak,swarm,insomnia,sniper,String Spit Pokémon,0.5,8.5,255,3840,"800,000 ",Fast,70,97,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,40,60,40,40,40,30,poison,,,,,,,,
497,Serperior,overgrow,,contrary,Regal Pokémon,3.3,63.0,45,5120,"1,059,860 ",Medium Slow,70,3 Speed Point(s),126,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Field,75,75,95,75,95,113,,,,,,,,,
204,Pineco,sturdy,,overcoat,Bagworm Pokémon,0.6,7.2,190,5120,"1,000,000 ",Medium Fast,70,142,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,50,65,90,35,35,15,,,,,,,,,
646,Kyurem,pressure (standard),teravolt (black kyurem),,Boundary Pokémon,3.0,325.0,3,30720,"1,250,000 ",Slow,0,Kyurem1 HP Point(s)1 Attack Point(s)1 Sp. Attack Point(s)Black Kyurem3 Attack Point(s)White Kyurem3 Sp. Attack Point(s),0,dragon,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,,,125,130,90,130,90,95,ice,,turboblaze (white kyurem),,,,,,
646.1,Kyurem_black,pressure (standard),teravolt (black kyurem),,Boundary Pokémon,3.0,325.0,3,30720,"1,250,000 ",Slow,0,Kyurem1 HP Point(s)1 Attack Point(s)1 Sp. Attack Point(s)Black Kyurem3 Attack Point(s)White Kyurem3 Sp. Attack Point(s),0,dragon,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,,,125,170,100,120,90,95,ice,,turboblaze (white kyurem),,,,,,
646.2,Kyurem_white,pressure (standard),teravolt (black kyurem),,Boundary Pokémon,3.0,325.0,3,30720,"1,250,000 ",Slow,0,Kyurem1 HP Point(s)1 Attack Point(s)1 Sp. Attack Point(s)Black Kyurem3 Attack Point(s)White Kyurem3 Sp. Attack Point(s),0,dragon,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,,,125,120,90,170,100,95,ice,,turboblaze (white kyurem),,,,,,
450,Hippowdon,sand stream,,sand force,Heavyweight Pokémon,2.0,300.0,60,7680,"1,250,000 ",Slow,70,159,34,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Field,108,112,118,68,72,47,,,,,,,,,
122,Mr. Mime,soundproof,filter,technician,Barrier Pokémon,1.3,54.5,45,6400,"1,000,000 ",Medium Fast,70,101,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Human-like,,40,45,65,100,120,90,,Leppa Berry - 5%,,,,,,,
241,Miltank,thick fat,scrappy,sap sipper,Milk Cow Pokémon,1.2,75.5,45,5120,"1,250,000 ",Slow,70,157,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,95,80,105,40,70,100,,,,,,,,,
409,Rampardos,mold breaker,,sheer force,Head Butt Pokémon,1.6,102.5,45,7680,"600,000 ",Erratic,70,125,30,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Monster,97,165,60,65,50,58,,,,,,,,,
043,Oddish,chlorophyll,,run away,Weed Pokémon,0.5,5.4,255,5120,"1,059,860 ",Medium Slow,70,50,10,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Grass,45,50,55,75,65,30,poison,,,,,,,,
033,Nidorino,poison point,rivalry,hustle,Poison Pin Pokémon,0.9,19.5,120,5120,"1,059,860 ",Medium Slow,70,55,16,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Monster,Field,61,72,57,55,55,65,,,,,,,,,
183,Marill,thick fat,huge power,sap sipper,Aquamouse Pokémon,0.4,8.5,190,2560,"800,000 ",Fast,70,157,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Fairy,70,20,50,20,50,40,,,,,,,,,
